    qid  docid          docno  rank      score                            query
399   1  76969  AP881217-0086   399   7.296722  Coping with overcrowded prisons
400   1  78892  AP881227-0022   400   7.294009  Coping with overcrowded prisons
401   1  59346  AP881005-0212   401   7.293744  Coping with overcrowded prisons
402   1  24088  AP880516-0036   402   7.292279  Coping with overcrowded prisons
403   1  10439  AP880324-0193   403   7.288487  Coping with overcrowded prisons
404   1   5599  AP880307-0140   404   7.281219  Coping with overcrowded prisons
405   1  74180  AP881206-0188   405   7.281219  Coping with overcrowded prisons
406   1  65175  AP881028-0137   406   7.280326  Coping with overcrowded prisons
407   1  51495  AP880901-0131   407   7.279432  Coping with overcrowded prisons
408   1  70964  AP881122-0126   408   7.277942  Coping with overcrowded prisons
409   1   3784  AP880228-0016   409   7.277225  Coping with overcrowded prisons
410   1  17015  AP880419-0181   410   7.273041  Coping with overcrowded prisons
411   1  62089  AP881016-0043   411   7.271029  Coping with overcrowded prisons
412   1  28234  AP880531-0071   412   7.269385  Coping with overcrowded prisons
413   1  25543  AP880520-0157   413   7.269125  Coping with overcrowded prisons
414   1  29072  AP880602-0241   414   7.265781  Coping with overcrowded prisons
415   1  52123  AP880903-0169   415   7.265781  Coping with overcrowded prisons
416   1  63852  AP881023-0048   416   7.265781  Coping with overcrowded prisons
417   1   2472  AP880223-0092   417   7.263954  Coping with overcrowded prisons
418   1  74162  AP881206-0170   418   7.263764  Coping with overcrowded prisons
419   1  29686  AP880604-0197   419   7.262470  Coping with overcrowded prisons
420   1  20200  AP880501-0016   420   7.261113  Coping with overcrowded prisons
421   1  36297  AP880630-0082   421   7.260957  Coping with overcrowded prisons
422   1  62347  AP881017-0232   422   7.258462  Coping with overcrowded prisons
423   1  78559  AP881224-0059   423   7.257721  Coping with overcrowded prisons
424   1  33006  AP880617-0235   424   7.257356  Coping with overcrowded prisons
425   1   5110  AP880303-0286   425   7.252507  Coping with overcrowded prisons
426   1  30293  AP880607-0193   426   7.250759  Coping with overcrowded prisons
427   1  32113  AP880614-0156   427   7.250409  Coping with overcrowded prisons
428   1  51841  AP880902-0175   428   7.250409  Coping with overcrowded prisons
429   1  77758  AP881221-0078   429   7.243518  Coping with overcrowded prisons
430   1  10783  AP880325-0197   430   7.239132  Coping with overcrowded prisons
431   1  11523  AP880329-0048   431   7.236043  Coping with overcrowded prisons
432   1  29871  AP880606-0082   432   7.235102  Coping with overcrowded prisons
433   1  50013  AP880826-0047   433   7.235102  Coping with overcrowded prisons
434   1  74011  AP881206-0019   434   7.235102  Coping with overcrowded prisons
435   1  12338  AP880331-0257   435   7.233006  Coping with overcrowded prisons
436   1  74902  AP881209-0020   436   7.231723  Coping with overcrowded prisons
437   1  35649  AP880628-0094   437   7.230377  Coping with overcrowded prisons
438   1  32895  AP880617-0124   438   7.227749  Coping with overcrowded prisons
439   1  78901  AP881227-0031   439   7.221922  Coping with overcrowded prisons
440   1  66647  AP881103-0103   440   7.221727  Coping with overcrowded prisons
441   1   9538  AP880321-0205   441   7.219112  Coping with overcrowded prisons
442   1  67962  AP881109-0029   442   7.216836  Coping with overcrowded prisons
443   1  29647  AP880604-0158   443   7.209651  Coping with overcrowded prisons
444   1  66034  AP881101-0053   444   7.208582  Coping with overcrowded prisons
445   1  42536  AP880726-0019   445   7.208247  Coping with overcrowded prisons
446   1  50293  AP880827-0014   446   7.205548  Coping with overcrowded prisons
447   1  50202  AP880826-0236   447   7.204239  Coping with overcrowded prisons
448   1  26122  AP880523-0099   448   7.201494  Coping with overcrowded prisons
449   1  66577  AP881103-0033   449   7.199748  Coping with overcrowded prisons
450   1  76132  AP881214-0158   450   7.198900  Coping with overcrowded prisons
451   1  65444  AP881029-0064   451   7.198320  Coping with overcrowded prisons
452   1  31864  AP880613-0212   452   7.197035  Coping with overcrowded prisons
453   1  67496  AP881107-0058   453   7.196566  Coping with overcrowded prisons
454   1  39079  AP880712-0093   454   7.191130  Coping with overcrowded prisons
455   1  60173  AP881008-0137   455   7.189566  Coping with overcrowded prisons
456   1  53025  AP880908-0125   456   7.189218  Coping with overcrowded prisons
457   1   7236  AP880312-0132   457   7.187249  Coping with overcrowded prisons
458   1  79468  AP881229-0136   458   7.186918  Coping with overcrowded prisons
459   1  29623  AP880604-0134   459   7.184666  Coping with overcrowded prisons
460   1  52491  AP880906-0110   460   7.182983  Coping with overcrowded prisons
461   1  24019  AP880515-0062   461   7.181310  Coping with overcrowded prisons
462   1  78341  AP881223-0089   462   7.177957  Coping with overcrowded prisons
463   1  53763  AP880912-0002   463   7.174515  Coping with overcrowded prisons
464   1   2557  AP880223-0177   464   7.172451  Coping with overcrowded prisons
465   1  64659  AP881026-0186   465   7.170321  Coping with overcrowded prisons
466   1  45851  AP880810-0141   466   7.164576  Coping with overcrowded prisons
467   1  75785  AP881213-0107   467   7.160830  Coping with overcrowded prisons
468   1  28593  AP880601-0107   468   7.159526  Coping with overcrowded prisons
469   1  67591  AP881107-0153   469   7.157083  Coping with overcrowded prisons
470   1    818  AP880216-0089   470   7.154831  Coping with overcrowded prisons
471   1  15328  AP880413-0021   471   7.154831  Coping with overcrowded prisons
472   1  22154  AP880508-0056   472   7.154831  Coping with overcrowded prisons
473   1  41689  AP880722-0101   473   7.154573  Coping with overcrowded prisons
474   1  71873  AP881126-0046   474   7.154573  Coping with overcrowded prisons
475   1  78086  AP881222-0128   475   7.153104  Coping with overcrowded prisons
476   1  52989  AP880908-0089   476   7.151245  Coping with overcrowded prisons
477   1   7248  AP880312-0144   477   7.150990  Coping with overcrowded prisons
478   1  75794  AP881213-0116   478   7.142277  Coping with overcrowded prisons
479   1  18496  AP880425-0088   479   7.136851  Coping with overcrowded prisons
480   1  29030  AP880602-0199   480   7.136851  Coping with overcrowded prisons
481   1  72088  AP881128-0043   481   7.131341  Coping with overcrowded prisons
482   1  34393  AP880623-0090   482   7.131197  Coping with overcrowded prisons
483   1  62346  AP881017-0231   483   7.130328  Coping with overcrowded prisons
484   1  71716  AP881125-0130   484   7.125442  Coping with overcrowded prisons
485   1  79465  AP881229-0133   485   7.122701  Coping with overcrowded prisons
486   1  63967  AP881024-0046   486   7.119048  Coping with overcrowded prisons
487   1  29404  AP880603-0241   487   7.116234  Coping with overcrowded prisons
488   1  25590  AP880520-0204   488   7.115856  Coping with overcrowded prisons
489   1   6266  AP880309-0210   489   7.114934  Coping with overcrowded prisons
490   1  32625  AP880616-0139   490   7.114225  Coping with overcrowded prisons
491   1  68924  AP881112-0062   491   7.111674  Coping with overcrowded prisons
492   1  35568  AP880628-0013   492   7.111548  Coping with overcrowded prisons
493   1   1386  AP880218-0121   493   7.109995  Coping with overcrowded prisons
494   1  10941  AP880326-0040   494   7.106365  Coping with overcrowded prisons
495   1  79840  AP881231-0064   495   7.105839  Coping with overcrowded prisons
496   1  14872  AP880411-0153   496   7.104975  Coping with overcrowded prisons
497   1  17889  AP880422-0089   497   7.101818  Coping with overcrowded prisons
498   1  44456  AP880803-0012   498   7.101693  Coping with overcrowded prisons
499   1  43771  AP880730-0095   499   7.101441  Coping with overcrowded prisons
500   1  59886  AP881007-0122   500   7.101291  Coping with overcrowded prisons
501   1  72696  AP881130-0089   501   7.101291  Coping with overcrowded prisons
502   1  44570  AP880803-0126   502   7.100193  Coping with overcrowded prisons
503   1  69853  AP881117-0109   503   7.100193  Coping with overcrowded prisons
504   1  79811  AP881231-0035   504   7.100193  Coping with overcrowded prisons
505   1  77459  AP881220-0046   505   7.097941  Coping with overcrowded prisons
506   1  47500  AP880816-0193   506   7.097334  Coping with overcrowded prisons
507   1  62918  AP881019-0211   507   7.094256  Coping with overcrowded prisons
508   1  79690  AP881230-0150   508   7.093124  Coping with overcrowded prisons
509   1  63695  AP881022-0076   509   7.086898  Coping with overcrowded prisons
510   1  53488  AP880910-0022   510   7.086710  Coping with overcrowded prisons
511   1  30025  AP880606-0236   511   7.086634  Coping with overcrowded prisons
512   1   9837  AP880322-0213   512   7.085715  Coping with overcrowded prisons
513   1  49418  AP880824-0031   513   7.084718  Coping with overcrowded prisons
514   1  70892  AP881122-0054   514   7.084718  Coping with overcrowded prisons
515   1  22703  AP880510-0247   515   7.081464  Coping with overcrowded prisons
516   1  74748  AP881208-0201   516   7.077751  Coping with overcrowded prisons
517   1  35934  AP880629-0067   517   7.072339  Coping with overcrowded prisons
518   1  41161  AP880720-0197   518   7.072040  Coping with overcrowded prisons
519   1  65414  AP881029-0034   519   7.070893  Coping with overcrowded prisons
520   1  73519  AP881203-0072   520   7.070893  Coping with overcrowded prisons
521   1  74892  AP881209-0010   521   7.070893  Coping with overcrowded prisons
522   1  49054  AP880822-0216   522   7.067941  Coping with overcrowded prisons
523   1  29701  AP880605-0001   523   7.067164  Coping with overcrowded prisons
524   1  32697  AP880616-0211   524   7.067164  Coping with overcrowded prisons
525   1  12893  AP880403-0005   525   7.066040  Coping with overcrowded prisons
526   1  26166  AP880523-0143   526   7.063791  Coping with overcrowded prisons
527   1   1345  AP880218-0080   527   7.059299  Coping with overcrowded prisons
528   1  13001  AP880404-0017   528   7.057059  Coping with overcrowded prisons
529   1  25452  AP880520-0066   529   7.056334  Coping with overcrowded prisons
530   1  26331  AP880524-0017   530   7.056334  Coping with overcrowded prisons
531   1  29755  AP880605-0055   531   7.056334  Coping with overcrowded prisons
532   1  62512  AP881018-0096   532   7.056059  Coping with overcrowded prisons
533   1  72528  AP881129-0191   533   7.053974  Coping with overcrowded prisons
534   1  74904  AP881209-0022   534   7.050334  Coping with overcrowded prisons
535   1  30208  AP880607-0108   535   7.049777  Coping with overcrowded prisons
536   1  59957  AP881007-0193   536   7.049777  Coping with overcrowded prisons
537   1  13482  AP880405-0216   537   7.046699  Coping with overcrowded prisons
538   1   3509  AP880226-0196   538   7.046357  Coping with overcrowded prisons
539   1  13028  AP880404-0044   539   7.043178  Coping with overcrowded prisons
540   1  68919  AP881112-0057   540   7.043178  Coping with overcrowded prisons
541   1  17201  AP880420-0071   541   7.042882  Coping with overcrowded prisons
542   1  69106  AP881114-0091   542   7.042511  Coping with overcrowded prisons
543   1  70673  AP881121-0156   543   7.041835  Coping with overcrowded prisons
544   1  35743  AP880628-0188   544   7.035260  Coping with overcrowded prisons
545   1   6400  AP880309-0344   545   7.034700  Coping with overcrowded prisons
546   1  41076  AP880720-0112   546   7.030245  Coping with overcrowded prisons
547   1  25448  AP880520-0062   547   7.028023  Coping with overcrowded prisons
548   1  46693  AP880813-0039   548   7.028023  Coping with overcrowded prisons
549   1  25774  AP880521-0044   549   7.027413  Coping with overcrowded prisons
550   1  63873  AP881023-0069   550   7.027395  Coping with overcrowded prisons
551   1  50948  AP880830-0148   551   7.026352  Coping with overcrowded prisons
552   1  74658  AP881208-0111   552   7.022908  Coping with overcrowded prisons
553   1    444  AP880214-0064   553   7.017905  Coping with overcrowded prisons
554   1  70790  AP881121-0273   554   7.017905  Coping with overcrowded prisons
555   1  43841  AP880731-0058   555   7.013962  Coping with overcrowded prisons
556   1  56503  AP880923-0002   556   7.013595  Coping with overcrowded prisons
557   1   7457  AP880314-0042   557   7.013014  Coping with overcrowded prisons
558   1  10242  AP880323-0302   558   7.013014  Coping with overcrowded prisons
559   1  33112  AP880618-0024   559   7.013014  Coping with overcrowded prisons
560   1  43897  AP880801-0029   560   7.013014  Coping with overcrowded prisons
561   1  46711  AP880813-0057   561   7.013014  Coping with overcrowded prisons
562   1   9969  AP880323-0029   562   7.011377  Coping with overcrowded prisons
563   1  51507  AP880901-0143   563   7.011377  Coping with overcrowded prisons
564   1  10924  AP880326-0023   564   7.008060  Coping with overcrowded prisons
565   1  21985  AP880507-0112   565   7.008060  Coping with overcrowded prisons
566   1  69701  AP881116-0146   566   7.005507  Coping with overcrowded prisons
567   1  70524  AP881121-0007   567   7.005507  Coping with overcrowded prisons
568   1  65583  AP881030-0061   568   7.004620  Coping with overcrowded prisons
569   1  16177  AP880415-0232   569   6.999884  Coping with overcrowded prisons
570   1   1085  AP880217-0121   570   6.997648  Coping with overcrowded prisons
571   1  53355  AP880909-0154   571   6.996191  Coping with overcrowded prisons
572   1  35334  AP880627-0085   572   6.991877  Coping with overcrowded prisons
573   1  39357  AP880713-0074   573   6.989467  Coping with overcrowded prisons
574   1  24735  AP880518-0043   574   6.989035  Coping with overcrowded prisons
575   1  77588  AP881220-0175   575   6.985280  Coping with overcrowded prisons
576   1  33092  AP880618-0004   576   6.985134  Coping with overcrowded prisons
577   1  46198  AP880811-0146   577   6.984915  Coping with overcrowded prisons
578   1  23255  AP880512-0114   578   6.984551  Coping with overcrowded prisons
579   1  10295  AP880324-0049   579   6.981893  Coping with overcrowded prisons
580   1  66612  AP881103-0068   580   6.980522  Coping with overcrowded prisons
581   1  35360  AP880627-0111   581   6.975044  Coping with overcrowded prisons
582   1  60298  AP881010-0015   582   6.970222  Coping with overcrowded prisons
583   1   1520  AP880218-0255   583   6.969656  Coping with overcrowded prisons
584   1  71511  AP881124-0101   584   6.969098  Coping with overcrowded prisons
585   1  68216  AP881109-0283   585   6.968037  Coping with overcrowded prisons
586   1  13116  AP880404-0132   586   6.963559  Coping with overcrowded prisons
587   1   3391  AP880226-0078   587   6.961556  Coping with overcrowded prisons
588   1   9471  AP880321-0138   588   6.961556  Coping with overcrowded prisons
589   1  29211  AP880603-0048   589   6.959954  Coping with overcrowded prisons
590   1  17943  AP880422-0143   590   6.957192  Coping with overcrowded prisons
591   1  79664  AP881230-0124   591   6.956830  Coping with overcrowded prisons
592   1  12440  AP880401-0046   592   6.956074  Coping with overcrowded prisons
593   1  71257  AP881123-0151   593   6.952888  Coping with overcrowded prisons
594   1  37121  AP880703-0070   594   6.951024  Coping with overcrowded prisons
595   1  58244  AP881001-0057   595   6.947399  Coping with overcrowded prisons
596   1  35385  AP880627-0136   596   6.944501  Coping with overcrowded prisons
597   1  57427  AP880928-0100   597   6.944501  Coping with overcrowded prisons
598   1  31754  AP880613-0102   598   6.942693  Coping with overcrowded prisons
599   1  43861  AP880731-0078   599   6.937993  Coping with overcrowded prisons
600   1   9285  AP880320-0059   600   6.935286  Coping with overcrowded prisons
601   1  75047  AP881209-0165   601   6.933299  Coping with overcrowded prisons
602   1   8400  AP880317-0002   602   6.932732  Coping with overcrowded prisons
603   1  66372  AP881102-0148   603   6.932732  Coping with overcrowded prisons
604   1  40896  AP880719-0248   604   6.929022  Coping with overcrowded prisons
605   1  23948  AP880514-0178   605   6.928851  Coping with overcrowded prisons
606   1   1691  AP880219-0133   606   6.928715  Coping with overcrowded prisons
607   1  29856  AP880606-0067   607   6.928715  Coping with overcrowded prisons
608   1  70708  AP881121-0191   608   6.928715  Coping with overcrowded prisons
609   1  63754  AP881022-0135   609   6.928469  Coping with overcrowded prisons
610   1  44280  AP880802-0131   610   6.921281  Coping with overcrowded prisons
611   1  27606  AP880527-0268   611   6.920037  Coping with overcrowded prisons
612   1  40844  AP880719-0196   612   6.914231  Coping with overcrowded prisons
613   1  58106  AP880930-0174   613   6.913973  Coping with overcrowded prisons
614   1  29086  AP880602-0255   614   6.911270  Coping with overcrowded prisons
615   1  27726  AP880528-0044   615   6.908698  Coping with overcrowded prisons
616   1  64071  AP881024-0150   616   6.906487  Coping with overcrowded prisons
617   1  71463  AP881124-0053   617   6.904286  Coping with overcrowded prisons
618   1  26830  AP880525-0203   618   6.900622  Coping with overcrowded prisons
619   1  19230  AP880427-0174   619   6.900052  Coping with overcrowded prisons
620   1  25436  AP880520-0050   620   6.898412  Coping with overcrowded prisons
621   1  36696  AP880701-0129   621   6.896743  Coping with overcrowded prisons
622   1  64633  AP881026-0160   622   6.893305  Coping with overcrowded prisons
623   1  20674  AP880503-0097   623   6.891342  Coping with overcrowded prisons
624   1   9014  AP880318-0329   624   6.888490  Coping with overcrowded prisons
625   1  50419  AP880827-0140   625   6.888296  Coping with overcrowded prisons
626   1  62834  AP881019-0127   626   6.886357  Coping with overcrowded prisons
627   1  77349  AP881219-0238   627   6.886187  Coping with overcrowded prisons
628   1  62419  AP881018-0003   628   6.885294  Coping with overcrowded prisons
629   1  36648  AP880701-0081   629   6.881379  Coping with overcrowded prisons
630   1  36656  AP880701-0089   630   6.881379  Coping with overcrowded prisons
631   1  16415  AP880416-0165   631   6.879423  Coping with overcrowded prisons
632   1  64949  AP881027-0199   632   6.878250  Coping with overcrowded prisons
633   1  68683  AP881111-0113   633   6.876910  Coping with overcrowded prisons
634   1  35868  AP880629-0001   634   6.875906  Coping with overcrowded prisons
635   1  74460  AP881207-0211   635   6.873139  Coping with overcrowded prisons
636   1  34753  AP880624-0149   636   6.872958  Coping with overcrowded prisons
637   1   1968  AP880220-0132   637   6.872504  Coping with overcrowded prisons
638   1  75197  AP881210-0061   638   6.872378  Coping with overcrowded prisons
639   1  26196  AP880523-0173   639   6.872151  Coping with overcrowded prisons
640   1  67828  AP881108-0174   640   6.869009  Coping with overcrowded prisons
641   1   3457  AP880226-0144   641   6.867190  Coping with overcrowded prisons
642   1  71461  AP881124-0051   642   6.866952  Coping with overcrowded prisons
643   1  29256  AP880603-0093   643   6.865065  Coping with overcrowded prisons
644   1  38384  AP880708-0235   644   6.863651  Coping with overcrowded prisons
645   1  37878  AP880706-0278   645   6.862947  Coping with overcrowded prisons
646   1  35110  AP880625-0185   646   6.860244  Coping with overcrowded prisons
647   1  71590  AP881125-0004   647   6.860244  Coping with overcrowded prisons
648   1  25587  AP880520-0201   648   6.858706  Coping with overcrowded prisons
649   1  50146  AP880826-0180   649   6.858706  Coping with overcrowded prisons
650   1  19563  AP880428-0174   650   6.858624  Coping with overcrowded prisons
651   1  42034  AP880723-0126   651   6.858624  Coping with overcrowded prisons
652   1  77338  AP881219-0227   652   6.858624  Coping with overcrowded prisons
653   1  28522  AP880601-0036   653   6.856164  Coping with overcrowded prisons
654   1  52051  AP880903-0097   654   6.853769  Coping with overcrowded prisons
655   1  12604  AP880401-0210   655   6.851828  Coping with overcrowded prisons
656   1  75730  AP881213-0052   656   6.851649  Coping with overcrowded prisons
657   1   8088  AP880316-0048   657   6.845548  Coping with overcrowded prisons
658   1  29209  AP880603-0046   658   6.845489  Coping with overcrowded prisons
659   1  36919  AP880702-0056   659   6.845489  Coping with overcrowded prisons
660   1   2485  AP880223-0105   660   6.845314  Coping with overcrowded prisons
661   1  19305  AP880427-0249   661   6.845314  Coping with overcrowded prisons
662   1  70090  AP881118-0038   662   6.844924  Coping with overcrowded prisons
663   1  71903  AP881126-0076   663   6.841497  Coping with overcrowded prisons
664   1  66160  AP881101-0179   664   6.834638  Coping with overcrowded prisons
665   1  55534  AP880919-0124   665   6.833677  Coping with overcrowded prisons
666   1    499  AP880215-0023   666   6.831280  Coping with overcrowded prisons
667   1  19322  AP880427-0266   667   6.831280  Coping with overcrowded prisons
668   1  40457  AP880718-0094   668   6.831280  Coping with overcrowded prisons
669   1  47233  AP880815-0241   669   6.831280  Coping with overcrowded prisons
670   1  71324  AP881123-0218   670   6.831280  Coping with overcrowded prisons
671   1  40405  AP880718-0042   671   6.829774  Coping with overcrowded prisons
672   1  74656  AP881208-0109   672   6.828755  Coping with overcrowded prisons
673   1  23390  AP880512-0249   673   6.824861  Coping with overcrowded prisons
674   1  71912  AP881126-0085   674   6.823717  Coping with overcrowded prisons
675   1  13618  AP880406-0060   675   6.823299  Coping with overcrowded prisons
676   1  34683  AP880624-0079   676   6.823259  Coping with overcrowded prisons
677   1  20063  AP880430-0059   677   6.821248  Coping with overcrowded prisons
678   1   6665  AP880310-0203   678   6.818091  Coping with overcrowded prisons
679   1   7596  AP880314-0181   679   6.818091  Coping with overcrowded prisons
680   1  38039  AP880707-0112   680   6.817991  Coping with overcrowded prisons
681   1   4292  AP880301-0094   681   6.817690  Coping with overcrowded prisons
682   1  17557  AP880421-0082   682   6.817690  Coping with overcrowded prisons
683   1  65588  AP881030-0066   683   6.814205  Coping with overcrowded prisons
684   1  62633  AP881018-0217   684   6.812414  Coping with overcrowded prisons
685   1    172  AP880213-0002   685   6.810848  Coping with overcrowded prisons
686   1  43400  AP880729-0041   686   6.810324  Coping with overcrowded prisons
687   1  30848  AP880609-0145   687   6.808932  Coping with overcrowded prisons
688   1  12269  AP880331-0188   688   6.804154  Coping with overcrowded prisons
689   1  38669  AP880710-0017   689   6.804154  Coping with overcrowded prisons
690   1  55509  AP880919-0099   690   6.804154  Coping with overcrowded prisons
691   1  75479  AP881212-0114   691   6.804066  Coping with overcrowded prisons
692   1  14807  AP880411-0088   692   6.801564  Coping with overcrowded prisons
693   1  75228  AP881210-0092   693   6.801475  Coping with overcrowded prisons
694   1  58769  AP881003-0270   694   6.799271  Coping with overcrowded prisons
695   1  62511  AP881018-0095   695   6.797297  Coping with overcrowded prisons
696   1   9802  AP880322-0178   696   6.795389  Coping with overcrowded prisons
697   1  67061  AP881104-0202   697   6.790984  Coping with overcrowded prisons
698   1  13426  AP880405-0160   698   6.790886  Coping with overcrowded prisons
699   1  49239  AP880823-0112   699   6.790886  Coping with overcrowded prisons
700   1  58942  AP881004-0086   700   6.790748  Coping with overcrowded prisons
701   1  71727  AP881125-0141   701   6.790671  Coping with overcrowded prisons
702   1  71521  AP881124-0111   702   6.788117  Coping with overcrowded prisons
703   1  22927  AP880511-0138   703   6.786389  Coping with overcrowded prisons
704   1  55401  AP880918-0077   704   6.786389  Coping with overcrowded prisons
705   1  60588  AP881011-0013   705   6.786294  Coping with overcrowded prisons
706   1  29574  AP880604-0085   706   6.785353  Coping with overcrowded prisons
707   1  65689  AP881031-0065   707   6.781899  Coping with overcrowded prisons
708   1  43111  AP880728-0028   708   6.781212  Coping with overcrowded prisons
709   1  72114  AP881128-0069   709   6.779967  Coping with overcrowded prisons
710   1  68154  AP881109-0221   710   6.777414  Coping with overcrowded prisons
711   1    774  AP880216-0045   711   6.777242  Coping with overcrowded prisons
712   1  42372  AP880725-0158   712   6.777071  Coping with overcrowded prisons
713   1  49053  AP880822-0215   713   6.776042  Coping with overcrowded prisons
714   1  71913  AP881126-0086   714   6.775592  Coping with overcrowded prisons
715   1  70183  AP881118-0131   715   6.775000  Coping with overcrowded prisons
716   1   9294  AP880320-0068   716   6.772935  Coping with overcrowded prisons
717   1  47678  AP880817-0012   717   6.772250  Coping with overcrowded prisons
718   1  55884  AP880920-0179   718   6.770356  Coping with overcrowded prisons
719   1  26109  AP880523-0086   719   6.769219  Coping with overcrowded prisons
720   1  15721  AP880414-0072   720   6.767922  Coping with overcrowded prisons
721   1  65117  AP881028-0079   721   6.763995  Coping with overcrowded prisons
722   1  29943  AP880606-0154   722   6.763866  Coping with overcrowded prisons
723   1  59794  AP881007-0030   723   6.763866  Coping with overcrowded prisons
724   1  60300  AP881010-0017   724   6.763866  Coping with overcrowded prisons
725   1  19559  AP880428-0170   725   6.763859  Coping with overcrowded prisons
726   1  19920  AP880429-0226   726   6.763859  Coping with overcrowded prisons
727   1  51441  AP880901-0077   727   6.763859  Coping with overcrowded prisons
728   1  35594  AP880628-0039   728   6.760820  Coping with overcrowded prisons
729   1   9687  AP880322-0063   729   6.756965  Coping with overcrowded prisons
730   1  25493  AP880520-0107   730   6.756965  Coping with overcrowded prisons
731   1  62118  AP881017-0003   731   6.756965  Coping with overcrowded prisons
732   1  25884  AP880521-0154   732   6.755079  Coping with overcrowded prisons
733   1  19160  AP880427-0104   733   6.753162  Coping with overcrowded prisons
734   1  17036  AP880419-0202   734   6.750542  Coping with overcrowded prisons
735   1  60103  AP881008-0067   735   6.750542  Coping with overcrowded prisons
736   1  26012  AP880522-0071   736   6.750289  Coping with overcrowded prisons
737   1  59104  AP881004-0248   737   6.748822  Coping with overcrowded prisons
738   1  37338  AP880705-0041   738   6.748235  Coping with overcrowded prisons
739   1  49178  AP880823-0051   739   6.746186  Coping with overcrowded prisons
740   1  29313  AP880603-0150   740   6.745506  Coping with overcrowded prisons
741   1  67410  AP881106-0057   741   6.745506  Coping with overcrowded prisons
742   1  74728  AP881208-0181   742   6.744136  Coping with overcrowded prisons
743   1  74885  AP881209-0003   743   6.742500  Coping with overcrowded prisons
744   1  75252  AP881210-0116   744   6.737486  Coping with overcrowded prisons
745   1  43979  AP880801-0111   745   6.737271  Coping with overcrowded prisons
746   1  66747  AP881103-0203   746   6.734166  Coping with overcrowded prisons
747   1  71535  AP881124-0125   747   6.734166  Coping with overcrowded prisons
748   1  39122  AP880712-0136   748   6.731642  Coping with overcrowded prisons
749   1  31985  AP880614-0028   749   6.730341  Coping with overcrowded prisons
750   1  34524  AP880623-0221   750   6.728470  Coping with overcrowded prisons
751   1  57153  AP880927-0138   751   6.728470  Coping with overcrowded prisons
752   1  19776  AP880429-0082   752   6.726569  Coping with overcrowded prisons
753   1  46250  AP880811-0198   753   6.724052  Coping with overcrowded prisons
754   1  76876  AP881216-0283   754   6.719647  Coping with overcrowded prisons
755   1  22276  AP880509-0080   755   6.718973  Coping with overcrowded prisons
756   1  58544  AP881003-0045   756   6.717108  Coping with overcrowded prisons
757   1  35087  AP880625-0162   757   6.715245  Coping with overcrowded prisons
758   1  65652  AP881031-0028   758   6.710944  Coping with overcrowded prisons
759   1  69149  AP881114-0134   759   6.710944  Coping with overcrowded prisons
760   1  26229  AP880523-0206   760   6.710885  Coping with overcrowded prisons
761   1  53405  AP880909-0204   761   6.710885  Coping with overcrowded prisons
762   1  54036  AP880913-0004   762   6.710885  Coping with overcrowded prisons
763   1  39938  AP880715-0062   763   6.710713  Coping with overcrowded prisons
764   1  78597  AP881224-0097   764   6.710511  Coping with overcrowded prisons
765   1  13573  AP880406-0015   765   6.707722  Coping with overcrowded prisons
766   1  71613  AP881125-0027   766   6.707722  Coping with overcrowded prisons
767   1   6622  AP880310-0160   767   6.707179  Coping with overcrowded prisons
768   1  34398  AP880623-0095   768   6.706456  Coping with overcrowded prisons
769   1  67698  AP881108-0044   769   6.706456  Coping with overcrowded prisons
770   1  27716  AP880528-0034   770   6.705444  Coping with overcrowded prisons
771   1  47346  AP880816-0039   771   6.703927  Coping with overcrowded prisons
772   1  12199  AP880331-0118   772   6.701400  Coping with overcrowded prisons
773   1   9955  AP880323-0015   773   6.697769  Coping with overcrowded prisons
774   1  55955  AP880920-0250   774   6.697769  Coping with overcrowded prisons
775   1  57448  AP880928-0121   775   6.697769  Coping with overcrowded prisons
776   1  74170  AP881206-0178   776   6.697769  Coping with overcrowded prisons
777   1  79372  AP881229-0040   777   6.697769  Coping with overcrowded prisons
778   1  69599  AP881116-0044   778   6.697356  Coping with overcrowded prisons
779   1  33304  AP880619-0079   779   6.695911  Coping with overcrowded prisons
780   1  70596  AP881121-0079   780   6.694932  Coping with overcrowded prisons
781   1  18221  AP880423-0095   781   6.693540  Coping with overcrowded prisons
782   1  51741  AP880902-0075   782   6.693317  Coping with overcrowded prisons
783   1  62593  AP881018-0177   783   6.693317  Coping with overcrowded prisons
784   1  58937  AP881004-0081   784   6.692648  Coping with overcrowded prisons
785   1  28615  AP880601-0129   785   6.690797  Coping with overcrowded prisons
786   1  70169  AP881118-0117   786   6.689688  Coping with overcrowded prisons
787   1  58976  AP881004-0120   787   6.688948  Coping with overcrowded prisons
788   1  16286  AP880416-0036   788   6.684704  Coping with overcrowded prisons
789   1  19377  AP880427-0321   789   6.684704  Coping with overcrowded prisons
790   1  48937  AP880822-0099   790   6.684704  Coping with overcrowded prisons
791   1  56527  AP880923-0026   791   6.684704  Coping with overcrowded prisons
792   1  10683  AP880325-0097   792   6.684681  Coping with overcrowded prisons
793   1  72279  AP881128-0234   793   6.683251  Coping with overcrowded prisons
794   1   3646  AP880227-0049   794   6.681484  Coping with overcrowded prisons
795   1  72453  AP881129-0116   795   6.680946  Coping with overcrowded prisons
796   1  27396  AP880527-0058   796   6.680229  Coping with overcrowded prisons
797   1  50885  AP880830-0085   797   6.680229  Coping with overcrowded prisons
